# Wavelength (um) - n - k
0.102304847934     1.11853162067     1.01444954232
0.115635386961     1.09155044783     1.02691069627
0.124018832966     1.06522011371     1.06522011371
0.142653162712     1.13227128355     1.23329247463
0.158444339348     1.14617971979     1.37653140447
0.169931390144     1.14617971979     1.46317832355
0.182251240246     1.14617971979     1.55527930532
0.188742165501     1.21832695967     1.61329977815
0.202425777369     1.26377725661     1.73591491924
0.224833561012     1.2793010676     1.84518353385
0.245390215406     1.2793010676     1.96133015268
0.272554003173     1.32702603415     2.18912594152
0.313506341196     1.4278835974     2.44337873523
0.336235226815     1.55527930532     2.6940683224
0.366977395917     1.65317766033     2.82889946224
0.40053033821     1.80067409404     2.89882479229
0.43715104421     1.93753018928     3.15745780498
0.460711636624     2.08478771745     3.27524834855
0.485542045323     2.27079238032     3.56746585337
0.511710708035     2.44337873523     3.56746585337
0.548809205337     2.56566351071     3.65564722233
0.578387700393     2.66137687197     3.83860289489
0.609560351235     3.08129374025     3.83860289489
0.665292784667     3.00696690188     3.74600827686
0.726120864707     2.82889946224     3.79202297143
0.792510489088     2.6940683224     3.83860289489
0.895776289461     2.82889946224     4.23244186923
0.960719144351     3.04390346297     4.49885645807
1.08590288986     2.97047855131     4.61006013529
1.22739834335     2.9344329724     4.6666885497
1.29354992294     2.9344329724     4.72401256833
1.41181989379     2.9344329724     4.96043715857
1.5409033522     2.86364870332     5.40300713038
1.74168633256     2.97047855131     5.81365026724
1.83555585967     3.15745780498     6.33234387278
1.96863176181     3.35620662396     7.06780458332
2.07473268772     3.56746585337     7.88868428999
2.34507476459     3.56746585337     8.38524411208
2.8428118647     3.439166043     8.48824560545
3.15750060657     3.439166043     8.80490385571
3.50702422636     3.439166043     9.59047696683
3.89523881601     3.439166043     10.1941575505
4.55960345722     3.439166043     10.8358373127
4.97649047364     3.48141159168     10.9689410614
5.43149369602     3.79202297143     11.9475894711
6.03273992653     4.18108286604     12.5455353707
6.35787909395     4.55411888424     13.6648474511
6.9391834269     4.90024422132     15.0668548095
7.4422670513     5.33744378208     15.6289313683
8.12271756317     5.81365026724     16.4111188925
8.71160618885     6.56857512998     18.0948924969
9.67594872073     7.15462309655     19.2338906199
10.5606259588     7.98558621099     20.9499374434
11.3262604227     8.69805984008     21.9984275361
12.580035492     9.70828313162     23.6703674525
13.7302349582     10.8358373127     25.4693793188
15.2501211027     12.3933002755     28.7766762497
16.6444479441     13.335224574     31.3441299619
18.1662588447     14.7034127697     33.3171124042
20.1771963996     16.4111188925     35.8493029453
22.4107372921     18.7699315171     38.1058672643
24.891522887     21.4677823898     44.1182800922
28.1349411999     24.5534023561     48.6447962901
32.9335841069     29.1301591762     52.3419322106
39.9236668527     35.4142858745     66.8181257273
46.7329727405     43.0540607902     72.7796357865
54.7036610946     51.0793423172     81.2325189091
61.8316643502     59.1387335615     92.9082792512
71.1221212487     67.6388969108     102.440627975
80.3894847425     80.2467945148     111.580376023
89.2883028906     90.667149636     127.618112472
99.172187241     102.440627975     137.31743375
114.073208276     120.060786009     157.054424167
128.937189656     137.31743375     166.940346084
143.210058887     155.148631029     188.618192543
156.303832223     173.168139241     205.446698879
173.606087404     193.280496574     226.525440125
196.227329409     221.06120296     237.86245153
210.453607922     243.74198548     249.766850983
255.121935813     272.051037773     275.392820407
325.939420703     303.648003061     311.153638068
409.191644017     338.914751136     347.292117016
522.776244161     382.924135984     397.209312512
667.889986159     443.342600451     443.342600451
853.284820406     482.897606574     494.833970864
1109.38509859     565.957739159     579.947201222
1368.5887784     624.024755106     639.449529844
1842.7215896     713.717449436     740.343036068
2273.26659826     806.396407197     806.396407197
2955.55250594     911.110084325     911.110084325
3582.86220017     1004.58957959     1016.9296171
4824.10613986     1148.98184184     1163.0955449
6163.19547602     1298.18155619     1298.18155619
7603.20305209     1448.9569324     1448.9569324
9885.18717997     1637.10956681     1657.21926522
13078.9363464     1872.41556511     1895.41568256
15309.655248     2014.72420595     2014.72420595
20255.9650949     2276.34389835     2361.26404667
24988.6955933     2571.93591473     2667.88327115
30827.210875     2870.64960642     2905.91169211
36085.0422583     3126.76883034     3165.17699767
46915.4111335     3532.79179726     3489.92277016
57877.0215075     3895.25468703     3895.25468703

